os_id,fecha_ingreso,fecha_entrega,cliente,marca,modelo,tipo_equipo,numero_interno,numero_serie,variante,descripcion_problema,trabajos_realizados
28332,2025-08-14 00:00:00-03,2025-08-28 00:00:00-03,DIAGNOSTIC MEDIC,BMC,CPAP G2,CPAP,,ES422A61596,,"VERIFICACIÓN DE PERDIDAS: ok.
EQUIPO NO LLEGA A PRESION DE TERAPIA PORQUE NO ESTABA CALIBRADO - SE REALIZO CALIBRACION DEL EQUIPO - CONTROL DE FUNCIONAMIENTO DEL EQUIPO - LIMPIEZA INTERIOR Y EXTERIOR - CAMBIO DE FILTRO","Piezas reemplazadas: FILTRO
"
28314,2025-08-18 00:00:00-03,2025-09-02 00:00:00-03,OXICASTHOMECARE,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,VBUB0114500405,5L,"compresor ok, valvulas ok, electrovalvulas ok, placa comando ok, ciolta oscila entre 74 a 89 en 5 y 4 litros, reemplazo de tamiz ciolita + filtros y limpieza.","Piezas reemplazadas: CEOLITA - FILTROS
"
28316,2025-08-18 00:00:00-03,2025-09-02 00:00:00-03,OXICASTHOMECARE,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,N5107708,5L,"compresor ok, valvulas ok, electrovalvulas ok, ciolta oscila entre 90 a 94 en 5,  remplazo de placa comando + filtros y limpieza.","Piezas reemplazadas: placa comando
"
28317,2025-08-18 00:00:00-03,2025-09-02 00:00:00-03,OXICASTHOMECARE,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,838308,5L,"compresor ok, valvulas ok, electrovalvulas ok, placa comando ok, ciolta oscila entre 84 a 91 en 5 y 4 litros, reemplazo de tamiz ciolita + filtros y limpieza, bateria alarma nueva.","Piezas reemplazadas: CEOLITA - FILTROS - BATERIA ALARMA
"
28323,2025-08-18 00:00:00-03,2025-10-21 12:20:31.251427-03,DIAGNOSTIC MEDIC,BMC,CPAP G2,CPAP,,E2321302204,,falla en reslex - actualización de software para corrección de reslex - equipo con tierra y polvo en su interior - limpieza interior y exterior - cambio de filtro - control de funcionamiento ok,"Se realizaron trabajos de limpieza profunda en rodamientos para eliminar polvo
actualización de software
cambios de filtros
calibración y chequeo de funcionamiento"
28324,2025-08-18 00:00:00-03,,DIAGNOSTIC MEDIC,BMC,CPAP G2,CPAP,,E2123205040,,turbina dañada por ingreso de líquido en su interior (causa de que no arranque) - display de placa dañado - control de funcionamiento con nueva turbina ok - requiere cambio de display,"Cambio de turbina
Cambio de display"
28328,2025-08-18 00:00:00-03,2025-09-10 00:00:00-03,MARK,Konsung,9E,ASPIRADOR A BATERÍAS,,MA23060040011,,"no funciona a bateria , bajo nivel de aspiracion, llave de encendido rota
desarme limpieza y lubricacion de bombas cambio de bateria cambio de oring de tapa de bomba modificacion circuito electronico cambio de llave de encendido","Piezas reemplazadas: BATERIA DE 12V 2,9 AMP LOTE 9551,  1 LLAVE TECLA , 1 ORING CILINDRO""
28309,,
28308,circuito neumatico con perdida - limpieza y lubricacion de bomba - cambio de labio - cambio de tornilo de rejilla de refrigeracion (causa del ruido) - maxima aspiracion: 520mmhg,
28310,limpieza y lubricacion de bomba - baterias obsoletas - circuito neumatico degradado- limpieza interior y exterior,pack de baterias 6v 4a - circuito neumatico
28329,POCA CARGA DE BATERIA,CAMBIO DE FICHA CABLE 220V CAMBIO DE BATERIA 12 V LOTE 9551 MODIFICACION PLACA ELECTRONICA
28324,turbina dañada por ingreso de liquido en su interior ( causa de que no arranque) - display de placa dañado - control de funcionamiento con nueva turbina ok - requiere cambio de display,turbina - display
28323,falla en reslex - actualizacion de software para correccion de reslex - equipo con tierra y polvo en su interior - limpieza interior y exterior - cambio de filtro - control de funcionamiento ok,filtro - software
28340,control de funcionamiento ok,
28343,se da de baja por obsoleto,
28335,se da de baja por obsoleto,
28345,cambio de filtros - kit compresor + rulemanes - control y limpieza del equipo,
28337,se da de baja por obsoleto,baja
28338,control de funcionamiento ok,
28383,falla en reslex- error 114 al tratar de actualizar el software y placa inutilizable hasta una respuesta de parte de bmc -,
28398,cambio de banda elastica - cambio de mangueras de electrovalvula - control y limpieza de equipo,
28397,cambio de contenedor de filtro interno - cambio de filtros - cambio de manguera de electrovalvula,
28396,cambio de electrovalvula - control y limpieza del equipo,
28366,cambio de labios - cambio de rulemanes - cambio de filtros - adaptacion de tapa - control y limpieza dedl equipo,
28483,""LIMPIEZA Y LUBRICACION BOMBA,  AJUSTE VALVULA AGUJACAMBIO DE BATERIAS CAMBIO PARCIAL DE TUBULADURA INTERNA"
28329,2025-08-18 00:00:00-03,2025-09-10 00:00:00-03,MARK,Konsung,9E,ASPIRADOR A BATERÍAS,,MA20213820001,,,
28330,2025-08-18 00:00:00-03,,TMD,Longfian,JAY-10D,CONCENTRADOR DE OXÍGENO PORTÁTIL,,MZJ2P00078,,,
28434,2025-08-18 00:00:00-03,2025-09-10 00:00:00-03,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4745,MZJ5S121807,,,
28435,2025-08-18 00:00:00-03,2025-09-08 00:00:00-03,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4765,MZJ5S121732,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28333,2025-08-19 00:00:00-03,2025-09-05 00:00:00-03,RESPILIFE,Inogen,ONE,CONCENTRADOR DE OXÍGENO PORTÁTIL,,21084696,G2,"Ceolitas agotadas.
Cambio de columnas de ceolitas - reemplazo de filtros - chequeo general de funcionamiento - chequeo de error con Software de Inogen","Piezas reemplazadas: Columnas de ceolitas x2 (HF-COLC-244727314)
"
28394,2025-08-19 00:00:00-03,2025-10-21 12:21:52.915756-03,DIAGNOSTIC MEDIC,BMC,CPAP G2,CPAP,,E2321302273,,falla en reslex - actualizacion de software para la correccion de reslex - calibracion del equipo - limpieza general - control de funcionamiento ok,"Se cobra: Limpieza, calibración de equipo y  control de funcionamiento
"
28441,2025-08-20 00:00:00-03,,IN SITU POMPIDOU BERSEL S.A.,Philips Respironics,G51P,,MG 2004,P073278389667,,,
28393,2025-08-21 00:00:00-03,2025-10-15 14:16:00-03,RESPIFLOW,Silfab,N-33A,ASPIRADOR,,07-0006-12-A,,correccion de posicion de portaflapper - control de funcionamiento ok,"
"
28335,2025-08-22 00:00:00-03,,LANCET CORP,Philips Respironics,Sin Información,CALENTADOR HUMIDIFICADOR,MG 3824,U4946,,,
28336,2025-08-22 00:00:00-03,2025-09-01 00:00:00-03,LANCET CORP,Philips Respironics,Sin Información,CALENTADOR HUMIDIFICADOR,MG 0445,1466215,,se da de baja por obsoleto - control de funcionamiento ok,"Piezas reemplazadas: baja
"
28337,2025-08-22 00:00:00-03,2025-08-27 00:00:00-03,MGBIO,Philips Respironics,System One,CPAP/BPAP,MG 3811,U4904,,,
28338,2025-08-22 00:00:00-03,,MGBIO,BMC,CPAP G1,CPAP,MG 3704,CTX1799J117,RESMART,,
28339,2025-08-22 00:00:00-03,,MGBIO,BMC,N-560,oxímetro de pulso,MG 6336,CTX1666J325,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28340,2025-08-22 00:00:00-03,,MGBIO,BMC,CPAP G1,CPAP,MG 4976,CSX1881K159,RESMART,se uso placa para cliente,se da de baja - queda turbina y placa fuente para repuesto
28341,2025-08-22 00:00:00-03,2025-09-04 00:00:00-03,LANCET CORP,ResMed,"",,MG 0399,20050220270,,se da de baja por obsoleto,"Piezas reemplazadas: 
"
28342,2025-08-22 00:00:00-03,2025-09-04 00:00:00-03,MGBIO,Viasys Healthcare,ORION,,MG 1050,14945,,se da de baja por obsoleto,"Piezas reemplazadas: 
"
28343,2025-08-22 00:00:00-03,,LANCET CORP,Philips Respironics,Sin Información,CALENTADOR HUMIDIFICADOR,MG 1737,E5431,,,
28344,2025-08-25 00:00:00-03,,MGBIO,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,MG 0642,N5132354,5L,cambio de electroválvula - cambio de zeolita - compresor ok,"Piezas reemplazadas: 
zeolita S/N: CAN 0006/07"
28345,2025-08-25 00:00:00-03,,MGBIO,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5535,MZJ5S59833,,,
28353,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4938,MZJ5S117775,,cambio de filtros - cambio de pila interna - cambio de labios - cambio de rulemanes (sin repuestos),"Piezas reemplazadas: 
"
28354,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6507,MZJ5S121155,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28355,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6415,MZJ5S121215,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28357,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6419,MZJ5S121225,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28359,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6506,MZJ5S121317,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28360,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6433,MZJ5S121372,,cambio de filtros - cambio de tecla on/off -  control y limpieza del equipo; concentra 90 en 5l,"Piezas reemplazadas: 
"
28361,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 6440,MZJ5S121386,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28362,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4930,MZJ5S121705,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28363,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4999,MZJ5S121750,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28364,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4579,MZJ5S121840,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28365,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4794,MZJ5S121956,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28366,2025-08-25 00:00:00-03,,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4056,MZJ5S121966,,,
28367,2025-08-25 00:00:00-03,2025-09-01 00:00:00-03,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4242,MZJ5S121970,,,
28368,2025-08-25 00:00:00-03,2025-09-05 00:00:00-03,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5479,MZJ5S122104,,cambio de filtros - cambio de ceolita - cambio de banda elastica - control del equipo ok,"Piezas reemplazadas: 
"
28369,2025-08-25 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5486,MZJ5S122187,,,
28370,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G3,CPAP,MG 6963,C3121A01103,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28371,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G3,CPAP,MG 6946,C3121A01113,,falla en placa - turbina se detiene y enciende por falla en sensor de presion de placa principal - turbina ok - se da de baja y se usa turbina para repuestos,"Piezas reemplazadas: baja
"
28372,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G3,CPAP,MG 6936,C3121A01144,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28373,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G3,CPAP,MG 6950,C3121A01348,,"turbina con ruidosa por ingreso de liquido - control de funcionamiento de placa ok - se da de baja, se usa placa como repuesto","Piezas reemplazadas: 
"
28374,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 4212,CSX1882K057,RESMART,control de funcionamiento ok,"Piezas reemplazadas: 
"
28375,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 4016,CSX1882K269,RESMART,placa y turbina dañada dañadas por ingreso de liquido en interior de equipo - turbina no arranca y placa no enciende,"Piezas reemplazadas: baja
"
28376,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 6236,CSX19C1K022,RESMART,control de funcionamiento ok,"Piezas reemplazadas: 
"
28377,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 6232,CSX19C1K085,RESMART,falla en placa(loop booting) - equipo infectado con insectos en su interior - se da de baja,"Piezas reemplazadas: baja
"
28378,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 6200,CSX19C1K092,RESMART,control de funcionamiento ok,"Piezas reemplazadas: 
"
28379,2025-08-25 00:00:00-03,2025-08-29 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 6204,CSX19C1K210,RESMART,falla en placa - mal funcionamienton de reslex y no enciende el humidifcador - turbina ok,"Piezas reemplazadas: se da de baja
"
28380,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 4653,E2118C01496,,turbina y placa dañadas por ingreso de liquido en equipo - equipo inutilizable,"Piezas reemplazadas: se da de baja
"
28381,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,MGBIO,Viasys Healthcare,Orin,CPAP,MG 1352,14066,,equipo no enciende - se da de baja por obsoleto,"Piezas reemplazadas: baja
"
28382,2025-08-25 00:00:00-03,2025-09-09 00:00:00-03,MGBIO,Viasys Healthcare,Orin,CPAP,MG 1184,14732,,se da de baja por obsoleto,"Piezas reemplazadas: 
"
28383,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 5368,ES419406021,,falla en reslex- error 114 al tratar de actualizar el software y placa inutilizable hasta una respuesta de parte de bmc -,""
28384,2025-08-25 00:00:00-03,2025-09-04 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 3328,CTX1667J123,RESMART,falla en reslex - se da de baja y se utiliza turbina como repuesto,"Piezas reemplazadas: baja
"
28385,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 6757,Y2A19608057,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28386,2025-08-25 00:00:00-03,2025-08-29 00:00:00-03,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 3968,BTX166A7029,,turbina no arranca por ingreso de liquido en su interior - control de funcionamiento de la placa ok - se da de baja y se guarda placa para repuesto,"Piezas reemplazadas: baja
"
28387,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G1,CPAP,MG 3952,BJD18541086,RESMART,,
28388,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 4361,H2118A04246,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28389,2025-08-25 00:00:00-03,,PRAXAIR ARG.,BMC,CPAP G2,CPAP,MG 6742,H2120705339,,control de funcionamiento ok,"Piezas reemplazadas: 
"
28395,2025-08-25 00:00:00-03,2025-10-31 17:17:00-03,NATIVA,Inogen,ONE,CONCENTRADOR DE OXÍGENO PORTÁTIL,,18514458,G2,,baja concentración por fuga en manguera interna - ajuste de manguera interna - control de funcionamiento ok - concentración en 5L: 94.5
28396,2025-08-25 00:00:00-03,2025-10-20 11:14:48.960377-03,SIED,Longfian,JAY,CONCENTRADOR DE OXÍGENO,,MZJ5S59839,,,
28397,2025-08-25 00:00:00-03,2025-10-20 11:14:07.625427-03,SIED,Longfian,JAY,CONCENTRADOR DE OXÍGENO,,MZJ5S169965,,,
28398,2025-08-25 00:00:00-03,2025-10-20 11:13:17.677401-03,SIED,Longfian,JAY,CONCENTRADOR DE OXÍGENO,,A2258,,,
28399,2025-08-25 00:00:00-03,,SIED,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,N5136792,5L,"reemplazo de tamiz ciolita, kit compresor, filtros nuevos bateria 9v, limpieza y control","Piezas reemplazadas: 
"
28400,2025-08-25 00:00:00-03,,SIED,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,BUB0115490288,5L,"reemplazo de ciolita, limpieza y secado de circuito de oxigeno, equipo con agua en circuito de oxigeno y tamiz, bateria 9v alarma nueva,reemplazo de filtros, limpieza.","Piezas reemplazadas: 
"
28401,2025-08-25 00:00:00-03,,OSYS,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,93,5L,conpresor roto - ceolita degradada - electrovalvula dañada - control del equipo,"Piezas reemplazadas: COMPRESOR COMPLETO
"
28346,2025-08-26 00:00:00-03,2025-09-10 00:00:00-03,MGBIO,Longfian,JAY,CONCENTRADOR DE OXÍGENO,MG 6402,MZJ5S121165,,"recolocacion dde rueda tracera - control de funcionamiento ok

desguasado","Piezas reemplazadas: 
"
28347,2025-08-26 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 6348,MZJ5S121247,,"cambio de filtros - cambio de ceolita - control del equipo 

en espera de repuesto","Piezas reemplazadas: 
"
28348,2025-08-26 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5350,MZJ5S121983,,"cambio de filtros - cambio de ceolita - cambio de banda elastica - control del equipo ok

en espera de repuesto","Piezas reemplazadas: 
"
28349,2025-08-26 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5348,MZJ5S122207,,cambio de filtros - control y limpieza de equipo - concentra en 5l entre 89 y 90,"Piezas reemplazadas: 
"
28350,2025-08-26 00:00:00-03,,PRAXAIR ARG.,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 6344,MZJS5121252,,cambio de base plastica - cambio de labios - cambo de filtros - cambio de pila interna - control y limpieza del equipo,"Piezas reemplazadas: 
"
28351,2025-08-26 00:00:00-03,,MGBIO,BMC,BPAP G2,BPAP,MG 6733,T2A20501191,B-25ST,control de funcionamiento ok,"Piezas reemplazadas: 
"
28352,2025-08-26 00:00:00-03,,PERELETEGUI ADRIAN MATIAS,Konsung,KSOC-5,CONCENTRADOR DE OXÍGENO,MG 7179,MC22040040099,,,
28391,2025-08-26 00:00:00-03,,MGBIO,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5052,MZJ5S122204,,cambio de filtros - cambio de ceolita - cambio de banda elastica - control del equipo ok,"Piezas reemplazadas: 
"
28418,2025-08-26 00:00:00-03,,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4538,MZJ5S121783,,cambio de filtros - control y limpieza del equipo,"Piezas reemplazadas: 
"
28419,2025-08-27 00:00:00-03,,DANIEL VALDES,Longfian,JAY-10D,CONCENTRADOR DE OXÍGENO PORTÁTIL,MG 7417,MZJ2P01782,,,
28412,2025-08-28 00:00:00-03,,MGBIO,CAM,"",,,1693,,Derivado,"Piezas reemplazadas: 
"
28439,2025-08-28 00:00:00-03,2025-09-02 00:00:00-03,respirar,Philips Respironics,Serie M,BPAP,MG 3320,G 8003,,EQUIPO NO INGRESO SE VENDIO A RESPIRAR,"Piezas reemplazadas: 
"
28428,2025-08-29 00:00:00-03,2025-09-12 00:00:00-03,RESPIFLOW,Silfab,N-33A,ASPIRADOR,,07-0008-12-A,,NO FUNCIONA AJUSTE Y POSICIONADO DE BIELA,"Piezas reemplazadas: -
"
28436,2025-08-29 00:00:00-03,,MGBIO,Fisher & Paykel Healthcare,HC150,,MG 0568,2001-10ALU24959,,CONTROL DE FUNCIONAMIENTO,"Piezas reemplazadas: 
"
28438,2025-08-29 00:00:00-03,,MGBIO,Longfian,JAY-5Q,CONCENTRADOR DE OXÍGENO,MG 5522,MZJ5S122096,,cambio de filtro - cambio de ceolita,"Piezas reemplazadas: 
"
28444,2025-08-29 00:00:00-03,,RESPIFLOW,Silfab,N-33A,ASPIRADOR,,07-0008-12-A,,NO FUNCIONA AJUSTE Y POSICIONADO DE BIELA,""
28451,2025-08-29 00:00:00-03,2025-09-12 00:00:00-03,ALCLA,Newport,E-360,RESPIRADOR,,N09360614350,,test de performace ok,"Piezas reemplazadas: 
"
28442,2025-09-01 00:00:00-03,2025-09-15 00:00:00-03,OXECOR SRL,Inogen,ONE,CONCENTRADOR DE OXÍGENO PORTÁTIL,,20387067,G2,"PLACA PRINCIPAL DEFECTUOSA, NO TRANSMITE ENERGÍA. Ceolitas agotadas","Piezas reemplazadas: PLACA PRINCIPAL - canister de ceolitas
"
28445,2025-09-01 00:00:00-03,,OXIDOM,Movi-vac,A-550,ASPIRADOR A BATERÍAS,,A4-0269,,NO FUNCIONA FUSE QUEMADO BATERIAS SUELTAS,"Piezas reemplazadas: LIMPIEZA INTERIOR  1 FUSE MINIFICHA 3 AMP Y FIJACION DE BATERIAS
"
28446,2025-09-01 00:00:00-03,2025-09-17 00:00:00-03,NOVAMED S.A.,Yuwell,7E-G,,,2006120031,,"NO FUNCIONA - FALSO CONTACTO FICHA MOTOR, PORTA FUSE DE 4 AMP ROTO","Piezas reemplazadas: CAMBIO DE FICHA MACHO HEMBRA DE MOTOR A PLACA ELECTRONICA COLOCACION DE PORTA FUSE AEREO
"
28453,2025-09-01 00:00:00-03,,MGBIO,BMC,CPAP G1,CPAP,MG 4064,BTX18417006,RESMART,control de funcionamiento ok,"Piezas reemplazadas: 
"
28454,2025-09-01 00:00:00-03,,DOMICILIO SALUD,Masimo,Radical,OXÍMETRO DE PULSO,,577549,,control de funcionamento ok - bateria obsoleta - conector de bateria de 3 pines de la placa rotos por mala limpieza del mismo en su momento (quedaron restos duros que lastimaron los pines) -,"Piezas reemplazadas: 
"
28448,2025-09-02 00:00:00-03,2025-10-29 14:26:52.545568-03,OXICASTHOMECARE,Philips Respironics,SimplyGo,CONCENTRADOR DE OXÍGENO PORTÁTIL,,0018914,,"Canister de ceolitas agotado.
Batería degradada","reemplazo de tamiz, bateria, filtro."
28449,2025-09-02 00:00:00-03,,OXICASTHOMECARE,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,N5145374,5L,cambio de ceolita 8L - control del equipo - funcion en 6L a 90 y en 5L a 94,"Piezas reemplazadas: 
"
28455,2025-09-03 00:00:00-03,2025-09-18 12:00:00-03,XIPAP,Nellcor,Bedside,OXÍMETRO DE PULSO,,MBB2214090,,display dañado por ingreso de liquido en equipo - requiere cambio de display - control de funcionamiento ok (no entra en garantia),"Piezas reemplazadas: 
"
28458,2025-09-03 00:00:00-03,,NOVAMED S.A.,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,MG 0931,04-0444-09-A,5L,cambio de filtros - cambio de capacitor del compresor - colocacion de bateria alarma - control de funcionamiento ok - concentra en 5l 94,"Piezas reemplazadas: 
"
28459,2025-09-03 00:00:00-03,,NOVAMED S.A.,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,N5157575,5L,cambio de placa de comando - cambio de filtros - cambio de pila alarma -,"Piezas reemplazadas: 
"
28460,2025-09-03 00:00:00-03,2025-10-07 16:42:40.44003-03,NOVAMED S.A.,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,N5157722,5L,cambio de filtros - limpieza interna a fondo - cambio de base plastica,"Piezas reemplazadas: 
"
28461,2025-09-03 00:00:00-03,2025-10-29 16:36:22.524986-03,NOVAMED S.A.,Longfian,JAY,CONCENTRADOR DE OXÍGENO,,MZJ5S117798,,cambio de filtros - cambio de capactor control de funcionamiento ok - concentra en 5l 94%,"Piezas reemplazadas: 
"
28462,2025-09-03 00:00:00-03,2025-11-04 10:35:00-03,NOVAMED S.A.,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,,,,cambio de filtros - control y limpieza del equipo,"Piezas reemplazadas: 
"
28463,2025-09-03 00:00:00-03,,NOVAMED S.A.,Covidien,DS100A,SENSOR DE OXÍMETRO DE PULSO,,242740081H,,,
28457,2025-09-04 00:00:00-03,,MGBIO,Longfian,JAY-5,CONCENTRADOR DE OXÍGENO,MG 4714,MZJ5S121713,,cambio de filtros - cambio de rulemanes (sin repuestos/en espera),"Piezas reemplazadas: 
"
28464,2025-09-04 00:00:00-03,2025-09-10 00:00:00-03,MGBIO,ResMed,ASTRAL 150,RESPIRADOR,MG 6338,22201187621,,test de perfomance OK,"Piezas reemplazadas: 
"
28465,2025-09-04 00:00:00-03,2025-09-24 00:00:00-03,RESPILIFE,BMC,CPAP G2,CPAP,,E2317A01059,,"error 77 - turbina no arranca por corto en turbina - placa encontrada con exceso de suciedad ,  se probo con turbina nueva y provoca alteraciones en la presion del equipo - requiere cambio de turbina y placa","Piezas reemplazadas: turbina - placa auto cpap A20
"
28474,2025-09-05 00:00:00-03,2025-09-12 00:00:00-03,SOPORTE VITAL,Movi-vac,A-550,ASPIRADOR A BATERÍAS,,C9-1434,,OBSTRUCCION CODO DE INGRESO DE ASPIRACION ( FALLA COMPONENTE),"Piezas reemplazadas: CODO PLASTICO DE INGRESO ASPIRACION
"
28513,2025-09-05 00:00:00-03,2025-10-01 09:13:00-03,OXICASTHOMECARE,AirSep,NewLife Elite,CONCENTRADOR DE OXÍGENO,,5147762,5L,,
